Latitude (decimal degrees):	50.373
Longitude (decimal degrees):	-4.143
Elevation (m):	15
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230109:1210,735.4,428.12,17.46,8.58,11.72,0.0
20230109:1310,949.9,552.65,16.76,9.0,11.79,0.0
20230109:1410,626.18,366.81,13.72,9.01,12.41,0.0
20230109:1510,590.08,349.33,8.63,8.98,11.59,0.0
20230109:1610,0.0,2.78,1.89,8.85,9.93,0.0
20230109:1710,0.0,0.0,0.0,8.72,9.31,0.0
20230109:1810,0.0,0.0,0.0,8.76,9.31,0.0
20230109:1910,0.0,0.0,0.0,8.86,8.62,0.0
20230109:2010,0.0,0.0,0.0,8.92,7.93,0.0
20230109:2110,0.0,0.0,0.0,8.93,7.17,0.0
20230109:2210,0.0,0.0,0.0,8.83,5.72,0.0
20230109:2310,0.0,0.0,0.0,8.99,5.1,0.0
20230110:0010,0.0,0.0,0.0,9.27,5.66,0.0
20230110:0110,0.0,0.0,0.0,9.42,7.59,0.0
20230110:0210,0.0,0.0,0.0,9.43,6.76,0.0
20230110:0310,0.0,0.0,0.0,9.49,7.31,0.0
20230110:0410,0.0,0.0,0.0,9.79,10.21,0.0
20230110:0510,0.0,0.0,0.0,10.76,10.83,0.0
20230110:0610,0.0,0.0,0.0,11.53,9.86,0.0
20230110:0710,0.0,0.0,0.0,11.84,10.9,0.0
20230110:0810,0.0,0.0,0.0,11.87,11.45,0.0
20230110:0910,29.82,30.44,6.08,12.1,12.0,0.0
20230110:1010,88.12,67.64,11.93,12.26,11.79,0.0
20230110:1110,59.5,50.06,15.89,12.33,11.79,0.0
20230110:1210,98.54,74.17,17.6,12.45,12.21,0.0
20230110:1310,97.0,73.24,16.91,12.49,12.69,0.0
20230110:1410,46.5,41.72,13.88,12.52,12.97,0.0
20230110:1510,29.94,30.59,8.8,12.6,13.03,0.0
20230110:1610,0.0,0.93,2.06,12.68,13.59,0.0
20230110:1710,0.0,0.0,0.0,12.76,13.72,0.0
20230110:1810,0.0,0.0,0.0,12.54,14.0,0.0
20230110:1910,0.0,0.0,0.0,12.26,11.38,0.0
20230110:2010,0.0,0.0,0.0,11.5,10.07,0.0
20230110:2110,0.0,0.0,0.0,10.94,9.66,0.0
20230110:2210,0.0,0.0,0.0,10.64,8.62,0.0
20230110:2310,0.0,0.0,0.0,10.44,8.9,0.0
20230111:0010,0.0,0.0,0.0,10.24,8.34,0.0
20230111:0110,0.0,0.0,0.0,10.02,9.03,0.0
20230111:0210,0.0,0.0,0.0,9.88,9.31,0.0
20230111:0310,0.0,0.0,0.0,9.78,9.59,0.0
20230111:0410,0.0,0.0,0.0,9.67,9.72,0.0
20230111:0510,0.0,0.0,0.0,9.49,9.45,0.0
20230111:0610,0.0,0.0,0.0,9.48,9.31,0.0
20230111:0710,0.0,0.0,0.0,9.58,10.07,0.0
20230111:0810,0.0,0.0,0.0,9.68,10.76,0.0
20230111:0910,211.42,138.84,6.17,9.92,11.1,0.0
20230111:1010,349.6,214.37,12.04,9.95,12.21,0.0
20230111:1110,358.34,219.3,16.02,10.17,13.24,0.0
20230111:1210,558.94,330.62,17.75,10.17,13.24,0.0
20230111:1310,106.02,77.88,17.08,9.97,13.24,0.0
20230111:1410,113.2,81.91,14.06,9.94,13.86,0.0
20230111:1510,129.5,91.31,8.98,10.36,13.72,0.0
20230111:1610,0.0,3.71,2.24,10.66,12.48,0.0
20230111:1710,0.0,0.0,0.0,10.82,11.72,0.0
20230111:1810,0.0,0.0,0.0,10.98,11.38,0.0
20230111:1910,0.0,0.0,0.0,10.91,12.41,0.0
20230111:2010,0.0,0.0,0.0,10.86,13.72,0.0
20230111:2110,0.0,0.0,0.0,11.09,14.48,0.0
20230111:2210,0.0,0.0,0.0,11.42,13.72,0.0
20230111:2310,0.0,0.0,0.0,11.68,14.76,0.0
20230112:0010,0.0,0.0,0.0,11.85,14.97,0.0
20230112:0110,0.0,0.0,0.0,11.92,14.9,0.0
20230112:0210,0.0,0.0,0.0,11.88,14.9,0.0
20230112:0310,0.0,0.0,0.0,11.86,14.62,0.0
20230112:0410,0.0,0.0,0.0,11.78,14.28,0.0
20230112:0510,0.0,0.0,0.0,11.72,13.66,0.0
20230112:0610,0.0,0.0,0.0,11.66,13.38,0.0
20230112:0710,0.0,0.0,0.0,11.72,13.1,0.0
20230112:0810,0.0,0.0,0.0,11.79,13.52,0.0
20230112:0910,2.2,8.34,6.27,11.75,13.66,0.0
20230112:1010,48.1,42.65,12.16,11.84,13.45,0.0
20230112:1110,45.28,40.79,16.15,11.74,13.1,0.0
20230112:1210,56.84,48.21,17.91,11.53,13.31,0.0
20230112:1310,175.46,118.64,17.25,11.6,12.69,0.0
20230112:1410,142.72,99.61,14.23,11.55,12.28,0.0
20230112:1510,142.98,99.35,9.16,10.99,12.14,0.0
20230112:1610,0.0,3.71,2.42,10.34,11.38,0.0
20230112:1710,0.0,0.0,0.0,10.1,10.83,0.0
20230112:1810,0.0,0.0,0.0,9.98,11.17,0.0
20230112:1910,0.0,0.0,0.0,9.98,11.45,0.0
20230112:2010,0.0,0.0,0.0,9.95,12.28,0.0
20230112:2110,0.0,0.0,0.0,10.03,11.93,0.0
20230112:2210,0.0,0.0,0.0,9.54,11.93,0.0
20230112:2310,0.0,0.0,0.0,9.37,12.07,0.0
20230113:0010,0.0,0.0,0.0,9.28,12.14,0.0
20230113:0110,0.0,0.0,0.0,9.37,12.69,0.0
20230113:0210,0.0,0.0,0.0,9.25,12.97,0.0
20230113:0310,0.0,0.0,0.0,9.18,13.38,0.0
20230113:0410,0.0,0.0,0.0,9.25,12.07,0.0
20230113:0510,0.0,0.0,0.0,9.21,11.45,0.0
20230113:0610,0.0,0.0,0.0,9.33,11.31,0.0
20230113:0710,0.0,0.0,0.0,9.35,11.03,0.0
20230113:0810,0.0,0.0,0.0,9.4,10.62,0.0
20230113:0910,81.84,63.26,6.38,9.54,10.76,0.0
20230113:1010,518.94,309.0,12.28,9.48,10.0,0.0
20230113:1110,1111.66,655.8,16.3,9.7,9.72,0.0
20230113:1210,606.84,359.29,18.07,9.87,9.59,0.0
20230113:1310,790.22,464.37,17.42,9.83,9.66,0.0
20230113:1410,289.44,181.47,14.42,9.82,9.24,0.0
20230113:1510,139.82,97.31,9.35,9.92,8.41,0.0
20230113:1610,12.06,17.52,2.61,9.93,7.1,0.0
20230113:1710,0.0,0.0,0.0,9.85,6.48,0.0
20230113:1810,0.0,0.0,0.0,9.87,6.97,0.0
20230113:1910,0.0,0.0,0.0,9.99,7.03,0.0
20230113:2010,0.0,0.0,0.0,10.2,8.34,0.0
20230113:2110,0.0,0.0,0.0,10.46,9.24,0.0
20230113:2210,0.0,0.0,0.0,10.5,8.62,0.0
20230113:2310,0.0,0.0,0.0,10.68,10.14,0.0
20230114:0010,0.0,0.0,0.0,10.83,12.69,0.0
20230114:0110,0.0,0.0,0.0,11.07,13.45,0.0
20230114:0210,0.0,0.0,0.0,11.06,13.86,0.0
20230114:0310,0.0,0.0,0.0,11.15,14.48,0.0
20230114:0410,0.0,0.0,0.0,11.43,14.83,0.0
20230114:0510,0.0,0.0,0.0,11.72,14.41,0.0
20230114:0610,0.0,0.0,0.0,11.86,14.76,0.0
20230114:0710,0.0,0.0,0.0,11.96,14.48,0.0
20230114:0810,0.0,0.0,0.0,11.95,13.86,0.0
20230114:0910,61.32,51.11,6.49,11.9,11.79,0.0
20230114:1010,234.52,151.55,12.41,11.1,9.59,0.0
20230114:1110,100.98,75.1,16.45,10.38,9.24,0.0
20230114:1210,231.24,149.62,18.24,10.08,9.45,0.0
20230114:1310,169.16,114.31,17.61,9.69,10.34,0.0
20230114:1410,140.96,97.76,14.61,9.13,10.83,0.0
20230114:1510,71.0,56.43,9.54,8.96,10.21,0.0
20230114:1610,1.44,7.42,2.8,8.56,9.86,0.0
20230114:1710,0.0,0.0,0.0,8.2,9.79,0.0
20230114:1810,0.0,0.0,0.0,7.98,9.72,0.0
20230114:1910,0.0,0.0,0.0,7.67,9.52,0.0
20230114:2010,0.0,0.0,0.0,7.46,10.14,0.0
20230114:2110,0.0,0.0,0.0,7.39,10.9,0.0
20230114:2210,0.0,0.0,0.0,6.98,10.41,0.0
20230114:2310,0.0,0.0,0.0,6.44,11.52,0.0
20230115:0010,0.0,0.0,0.0,6.64,11.66,0.0
20230115:0110,0.0,0.0,0.0,6.93,11.52,0.0
20230115:0210,0.0,0.0,0.0,7.3,12.62,0.0
20230115:0310,0.0,0.0,0.0,7.34,13.03,0.0
20230115:0410,0.0,0.0,0.0,6.87,13.1,0.0
20230115:0510,0.0,0.0,0.0,6.66,13.17,0.0
20230115:0610,0.0,0.0,0.0,7.24,12.41,0.0
20230115:0710,0.0,0.0,0.0,7.52,11.72,0.0
20230115:0810,0.0,0.0,0.0,7.05,12.76,0.0
20230115:0910,487.84,291.28,6.61,6.64,12.28,0.0
20230115:1010,903.02,521.32,12.55,7.02,12.21,0.0
20230115:1110,418.2,249.23,16.61,7.03,12.69,0.0
20230115:1210,82.32,63.04,18.42,7.35,11.59,0.0
20230115:1310,733.32,425.93,17.8,7.78,11.24,0.0
20230115:1410,555.8,327.27,14.81,8.12,10.34,0.0
20230115:1510,446.06,267.38,9.74,8.0,9.86,0.0
20230115:1610,14.62,19.33,3.0,7.8,9.17,0.0
20230115:1710,0.0,0.0,0.0,7.65,8.07,0.0
20230115:1810,0.0,0.0,0.0,7.28,6.34,0.0
20230115:1910,0.0,0.0,0.0,7.19,5.93,0.0
20230115:2010,0.0,0.0,0.0,6.95,6.76,0.0
20230115:2110,0.0,0.0,0.0,6.57,6.97,0.0
20230115:2210,0.0,0.0,0.0,6.89,4.34,0.0
20230115:2310,0.0,0.0,0.0,5.89,6.21,0.0
20230116:0010,0.0,0.0,0.0,4.99,10.21,0.0
20230116:0110,0.0,0.0,0.0,4.56,11.59,0.0
20230116:0210,0.0,0.0,0.0,4.83,13.59,0.0
20230116:0310,0.0,0.0,0.0,6.02,12.41,0.0
20230116:0410,0.0,0.0,0.0,6.45,12.14,0.0
20230116:0510,0.0,0.0,0.0,6.43,11.45,0.0
20230116:0610,0.0,0.0,0.0,6.44,10.55,0.0
20230116:0710,0.0,0.0,0.0,6.51,9.93,0.0
20230116:0810,0.0,0.0,0.0,6.31,9.45,0.0
20230116:0910,480.56,287.95,6.73,6.19,8.97,0.0
20230116:1010,776.04,452.1,12.7,6.28,7.79,0.0
20230116:1110,388.64,233.91,16.77,6.46,8.0,0.0
20230116:1210,935.22,545.15,18.6,6.46,7.66,0.0
20230116:1310,412.0,247.36,17.99,6.5,7.03,0.0
20230116:1410,388.86,234.61,15.01,6.39,6.0,0.0
20230116:1510,678.74,401.58,9.94,6.27,5.1,0.0
20230116:1610,16.74,20.78,3.2,5.88,3.86,0.0
20230116:1710,0.0,0.0,0.0,5.64,3.1,0.0
20230116:1810,0.0,0.0,0.0,5.07,2.41,0.0
20230116:1910,0.0,0.0,0.0,4.72,1.86,0.0
20230116:2010,0.0,0.0,0.0,4.34,2.14,0.0
20230116:2110,0.0,0.0,0.0,4.27,2.69,0.0
20230116:2210,0.0,0.0,0.0,4.44,4.48,0.0
20230116:2310,0.0,0.0,0.0,4.5,5.24,0.0
20230117:0010,0.0,0.0,0.0,4.46,6.14,0.0
20230117:0110,0.0,0.0,0.0,4.39,6.62,0.0
20230117:0210,0.0,0.0,0.0,4.44,6.97,0.0
20230117:0310,0.0,0.0,0.0,4.41,7.24,0.0
20230117:0410,0.0,0.0,0.0,4.22,7.66,0.0
20230117:0510,0.0,0.0,0.0,3.93,8.34,0.0
20230117:0610,0.0,0.0,0.0,3.43,8.83,0.0
20230117:0710,0.0,0.0,0.0,3.16,8.83,0.0
20230117:0810,0.0,0.0,0.0,2.8,8.28,0.0
20230117:0910,67.48,53.1,6.86,2.67,7.93,0.0
20230117:1010,548.1,317.19,12.85,2.76,8.0,0.0
20230117:1110,1025.32,591.03,16.95,3.3,7.31,0.0
20230117:1210,1217.28,712.28,18.79,3.84,6.62,0.0
20230117:1310,1135.12,664.7,18.19,4.35,6.21,0.0
20230117:1410,1038.7,607.15,15.22,4.8,6.21,0.0
20230117:1510,704.44,411.96,10.15,5.0,6.48,0.0
20230117:1610,29.22,29.72,3.4,5.05,6.41,0.0
20230117:1710,0.0,0.0,0.0,4.67,6.21,0.0
20230117:1810,0.0,0.0,0.0,4.3,6.0,0.0
20230117:1910,0.0,0.0,0.0,4.15,5.66,0.0
20230117:2010,0.0,0.0,0.0,4.13,5.38,0.0
20230117:2110,0.0,0.0,0.0,4.28,5.66,0.0
20230117:2210,0.0,0.0,0.0,4.41,5.79,0.0
20230117:2310,0.0,0.0,0.0,4.5,6.55,0.0
20230118:0010,0.0,0.0,0.0,4.38,7.03,0.0
20230118:0110,0.0,0.0,0.0,4.41,7.24,0.0
20230118:0210,0.0,0.0,0.0,4.53,7.66,0.0
20230118:0310,0.0,0.0,0.0,4.67,8.14,0.0
20230118:0410,0.0,0.0,0.0,4.76,8.21,0.0
20230118:0510,0.0,0.0,0.0,4.7,7.72,0.0
20230118:0610,0.0,0.0,0.0,4.66,7.52,0.0
20230118:0710,0.0,0.0,0.0,4.72,7.86,0.0
20230118:0810,0.0,0.0,0.0,4.85,9.17,0.0
20230118:0910,12.98,17.62,7.0,4.76,10.07,0.0
20230118:1010,712.34,412.54,13.01,5.62,9.24,0.0
20230118:1110,1115.26,644.66,17.13,5.85,10.21,0.0
20230118:1210,52.44,44.5,18.99,6.18,11.45,0.0
20230118:1310,1153.82,667.57,18.4,6.34,10.9,0.0
20230118:1410,921.1,530.78,15.43,6.27,10.83,0.0
20230118:1510,132.56,91.74,10.36,6.3,10.48,0.0
20230118:1610,2.32,8.34,3.61,6.31,10.07,0.0
20230118:1710,0.0,0.0,0.0,5.91,10.0,0.0
20230118:1810,0.0,0.0,0.0,5.82,10.14,0.0
20230118:1910,0.0,0.0,0.0,5.75,9.66,0.0
20230118:2010,0.0,0.0,0.0,5.63,9.24,0.0
20230118:2110,0.0,0.0,0.0,5.53,8.62,0.0
20230118:2210,0.0,0.0,0.0,5.57,7.03,0.0
20230118:2310,0.0,0.0,0.0,5.41,7.1,0.0
20230119:0010,0.0,0.0,0.0,5.19,6.83,0.0
20230119:0110,0.0,0.0,0.0,4.99,6.62,0.0
20230119:0210,0.0,0.0,0.0,4.9,5.66,0.0
20230119:0310,0.0,0.0,0.0,4.73,4.62,0.0
20230119:0410,0.0,0.0,0.0,4.79,3.45,0.0
20230119:0510,0.0,0.0,0.0,4.99,1.93,0.0
20230119:0610,0.0,0.0,0.0,5.04,1.31,0.0
20230119:0710,0.0,0.0,0.0,5.07,0.69,0.0
20230119:0810,0.0,0.0,0.0,4.92,0.34,0.0
